pair_ID	entailment_judgment	relatedness_score
9861	NEUTRAL	1.82230487
9862	NEUTRAL	3.41894188
9865	CONTRADICTION	2.99117308
9866	NEUTRAL	3.73472444
9867	NEUTRAL	2.79130163
9871	NEUTRAL	2.43656004
9872	NEUTRAL	1.99728019
9873	NEUTRAL	2.03730082
9881	NEUTRAL	2.85988511
9883	NEUTRAL	4.47484174
9887	NEUTRAL	1.08781433
9888	NEUTRAL	1.99909578
9890	NEUTRAL	3.25668574
9891	NEUTRAL	2.33083594
9892	NEUTRAL	2.88674706
9894	NEUTRAL	1.66457613
9896	NEUTRAL	3.67236803
9898	NEUTRAL	2.11634692
9899	NEUTRAL	1.40467829
9901	NEUTRAL	3.06560492
9902	NEUTRAL	2.18678413
9906	NEUTRAL	2.9847233
9908	NEUTRAL	1.95508003
9909	NEUTRAL	3.56230196
9910	NEUTRAL	1.68503234
9913	NEUTRAL	2.17551116
9917	NEUTRAL	2.18219398
9918	NEUTRAL	1.51734507
9920	NEUTRAL	2.3141802
9923	NEUTRAL	2.02979326
9924	NEUTRAL	3.18007092
9925	NEUTRAL	1.18626576
9928	NEUTRAL	1.26032971
9929	NEUTRAL	1.53372828
9930	NEUTRAL	2.6575499
9932	NEUTRAL	1.99679024
9933	CONTRADICTION	2.43317729
9937	NEUTRAL	1.31349314
9941	CONTRADICTION	2.2277657
9944	NEUTRAL	3.09190235
9945	ENTAILMENT	3.20563995
9946	NEUTRAL	2.90145654
9950	NEUTRAL	3.43571032
9952	NEUTRAL	1.94930045
9953	NEUTRAL	2.95271703
9954	NEUTRAL	2.07216802
9956	NEUTRAL	1.83001815
9957	NEUTRAL	1.66846015
9958	NEUTRAL	2.6818499
9959	NEUTRAL	1.6930451
9961	NEUTRAL	3.41728649
9962	NEUTRAL	3.85862272
9964	NEUTRAL	1.78612938
9965	NEUTRAL	2.81952748
9966	NEUTRAL	2.46972399
9969	NEUTRAL	2.84128324
9970	NEUTRAL	1.2692307
9971	NEUTRAL	2.451915
9972	NEUTRAL	2.35643598
9977	NEUTRAL	1.58494214
9978	NEUTRAL	1.3144344
9979	NEUTRAL	3.38963734
9986	NEUTRAL	2.69769517
9987	NEUTRAL	3.43324336
9989	CONTRADICTION	3.02228791
9990	NEUTRAL	3.29834034
9991	NEUTRAL	2.8345693
9992	NEUTRAL	1.91725013
9994	NEUTRAL	1.50672244
9995	NEUTRAL	2.52209862
9996	NEUTRAL	1.93985137
